1464378167.714 2016-05-27 19:42:47 UTC 14614  [5748a337.3916:1] LOG:  database system was shut down at 2016-05-27 19:42:32 UTC
1464462824.634 2016-05-28 19:13:44 UTC 14615  [5748a337.3917:472] LOG:  checkpoint complete: wrote 499455 buffers (23.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=15.373 s, sync=0.004 s, total=15.829 s; sync files=523, longest=0.000 s, average=0.000 s; distance=3913382 kB, estimate=6424424 kB
1464462851.190 2016-05-28 19:14:11 UTC 51915  [5749edf9.cacb:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464463408.755 2016-05-28 19:23:28 UTC 14615  [5748a337.3917:473] LOG:  checkpoint starting: time
1464463725.650 2016-05-28 19:28:45 UTC 14615  [5748a337.3917:474] LOG:  checkpoint complete: wrote 2558 buffers (0.1%); 0 transaction log file(s) added, 28 removed, 210 recycled; write=299.276 s, sync=17.374 s, total=316.895 s; sync files=525, longest=7.318 s, average=0.033 s; distance=1393535 kB, estimate=5921335 kB
1464463725.651 2016-05-28 19:28:45 UTC 14615  [5748a337.3917:475] LOG:  checkpoint starting: immediate force wait
1464463726.581 2016-05-28 19:28:46 UTC 14615  [5748a337.3917:476] LOG:  checkpoint complete: wrote 16062 buffers (0.8%); 0 transaction log file(s) added, 85 removed, 0 recycled; write=0.804 s, sync=0.015 s, total=0.930 s; sync files=512, longest=0.008 s, average=0.000 s; distance=598028 kB, estimate=5389005 kB
1464463783.354 2016-05-28 19:29:43 UTC 14615  [5748a337.3917:477] LOG:  checkpoint starting: xlog
1464464135.525 2016-05-28 19:35:35 UTC 14615  [5748a337.3917:478] LOG:  checkpoint complete: wrote 421753 buffers (20.1%); 0 transaction log file(s) added, 37 removed, 0 recycled; write=350.003 s, sync=2.143 s, total=352.170 s; sync files=531, longest=0.425 s, average=0.004 s; distance=6694397 kB, estimate=6694397 kB
1464464135.527 2016-05-28 19:35:35 UTC 14615  [5748a337.3917:479] LOG:  checkpoint starting: xlog
1464464627.015 2016-05-28 19:43:47 UTC 14615  [5748a337.3917:480] LOG:  checkpoint complete: wrote 631765 buffers (30.1%); 0 transaction log file(s) added, 409 removed, 0 recycled; write=488.728 s, sync=2.716 s, total=491.488 s; sync files=527, longest=0.224 s, average=0.005 s; distance=18443719 kB, estimate=18443719 kB
1464464627.016 2016-05-28 19:43:47 UTC 14615  [5748a337.3917:481] LOG:  checkpoint starting: xlog
1464465130.721 2016-05-28 19:52:10 UTC 14615  [5748a337.3917:482] LOG:  checkpoint complete: wrote 609402 buffers (29.1%); 0 transaction log file(s) added, 1125 removed, 0 recycled; write=501.811 s, sync=1.815 s, total=503.704 s; sync files=528, longest=0.140 s, average=0.003 s; distance=17948170 kB, estimate=18394164 kB
1464465130.723 2016-05-28 19:52:10 UTC 14615  [5748a337.3917:483] LOG:  checkpoint starting: xlog
1464465542.990 2016-05-28 19:59:02 UTC 14615  [5748a337.3917:484] LOG:  checkpoint complete: wrote 668802 buffers (31.9%); 1 transaction log file(s) added, 1096 removed, 0 recycled; write=412.193 s, sync=0.009 s, total=412.267 s; sync files=527, longest=0.001 s, average=0.000 s; distance=17037355 kB, estimate=18258483 kB
1464465542.992 2016-05-28 19:59:02 UTC 14615  [5748a337.3917:485] LOG:  checkpoint starting: immediate force wait xlog
1464465653.223 2016-05-28 20:00:53 UTC 14615  [5748a337.3917:486] LOG:  checkpoint complete: wrote 1428355 buffers (68.1%); 0 transaction log file(s) added, 815 removed, 225 recycled; write=109.896 s, sync=0.004 s, total=110.231 s; sync files=530, longest=0.000 s, average=0.000 s; distance=13070322 kB, estimate=17739667 kB
1464466142.360 2016-05-28 20:09:02 UTC 14615  [5748a337.3917:487] LOG:  checkpoint starting: time
1464466463.453 2016-05-28 20:14:23 UTC 14615  [5748a337.3917:488] LOG:  checkpoint complete: wrote 4851 buffers (0.2%); 0 transaction log file(s) added, 183 removed, 614 recycled; write=299.985 s, sync=20.554 s, total=321.093 s; sync files=525, longest=1.513 s, average=0.039 s; distance=4272839 kB, estimate=16392984 kB
1464466554.019 2016-05-28 20:15:54 UTC 14615  [5748a337.3917:489] LOG:  checkpoint starting: immediate force wait
1464466558.305 2016-05-28 20:15:58 UTC 14615  [5748a337.3917:490] LOG:  checkpoint complete: wrote 81138 buffers (3.9%); 0 transaction log file(s) added, 0 removed, 261 recycled; write=3.912 s, sync=0.027 s, total=4.285 s; sync files=513, longest=0.006 s, average=0.000 s; distance=3082966 kB, estimate=15061982 kB
1464466607.830 2016-05-28 20:16:47 UTC 14615  [5748a337.3917:491] LOG:  checkpoint starting: xlog
1464466996.036 2016-05-28 20:23:16 UTC 14615  [5748a337.3917:492] LOG:  checkpoint complete: wrote 276298 buffers (13.2%); 0 transaction log file(s) added, 188 removed, 0 recycled; write=386.352 s, sync=1.823 s, total=388.205 s; sync files=532, longest=0.125 s, average=0.003 s; distance=6688522 kB, estimate=14224636 kB
1464466996.037 2016-05-28 20:23:16 UTC 14615  [5748a337.3917:493] LOG:  checkpoint starting: xlog
1464467527.774 2016-05-28 20:32:07 UTC 14615  [5748a337.3917:494] LOG:  checkpoint complete: wrote 352708 buffers (16.8%); 1 transaction log file(s) added, 409 removed, 0 recycled; write=527.087 s, sync=4.607 s, total=531.736 s; sync files=528, longest=0.190 s, average=0.008 s; distance=20058671 kB, estimate=20058671 kB
1464467527.776 2016-05-28 20:32:07 UTC 14615  [5748a337.3917:495] LOG:  checkpoint starting: xlog
1464468034.036 2016-05-28 20:40:34 UTC 14615  [5748a337.3917:496] LOG:  checkpoint complete: wrote 380666 buffers (18.2%); 0 transaction log file(s) added, 1224 removed, 0 recycled; write=504.416 s, sync=1.797 s, total=506.260 s; sync files=528, longest=0.183 s, average=0.003 s; distance=18967273 kB, estimate=19949531 kB
1464468034.038 2016-05-28 20:40:34 UTC 14615  [5748a337.3917:497] LOG:  checkpoint starting: xlog
1464468374.846 2016-05-28 20:46:14 UTC 14615  [5748a337.3917:498] LOG:  checkpoint complete: wrote 538334 buffers (25.7%); 0 transaction log file(s) added, 1157 removed, 0 recycled; write=340.710 s, sync=0.035 s, total=340.807 s; sync files=530, longest=0.010 s, average=0.000 s; distance=18650161 kB, estimate=19819594 kB
1464468374.847 2016-05-28 20:46:14 UTC 14615  [5748a337.3917:499] LOG:  checkpoint starting: immediate force wait xlog
1464468465.288 2016-05-28 20:47:45 UTC 14615  [5748a337.3917:500] LOG:  checkpoint complete: wrote 1342688 buffers (64.0%); 0 transaction log file(s) added, 875 removed, 264 recycled; write=89.947 s, sync=0.008 s, total=90.440 s; sync files=529, longest=0.000 s, average=0.000 s; distance=12436386 kB, estimate=19081273 kB
1464468502.637 2016-05-28 20:48:22 UTC 14618  [5748a337.391a:34] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464468864.550 2016-05-28 20:54:24 UTC 14615  [5748a337.3917:501] LOG:  checkpoint starting: xlog
1464469096.290 2016-05-28 20:58:16 UTC 14615  [5748a337.3917:502] LOG:  checkpoint complete: wrote 4012 buffers (0.2%); 0 transaction log file(s) added, 368 removed, 391 recycled; write=212.942 s, sync=18.391 s, total=231.740 s; sync files=527, longest=0.286 s, average=0.034 s; distance=6697726 kB, estimate=17842918 kB
1464469304.238 2016-05-28 21:01:44 UTC 14615  [5748a337.3917:503] LOG:  checkpoint starting: xlog
1464469368.122 2016-05-28 21:02:48 UTC 14615  [5748a337.3917:504] LOG:  checkpoint complete: wrote 30163 buffers (1.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=63.456 s, sync=0.027 s, total=63.883 s; sync files=514, longest=0.008 s, average=0.000 s; distance=6699696 kB, estimate=16728596 kB
1464469368.123 2016-05-28 21:02:48 UTC 14615  [5748a337.3917:505] LOG:  checkpoint starting: immediate force wait
1464469373.553 2016-05-28 21:02:53 UTC 14615  [5748a337.3917:506] LOG:  checkpoint complete: wrote 107084 buffers (5.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=4.875 s, sync=0.012 s, total=5.429 s; sync files=514, longest=0.007 s, average=0.000 s; distance=812806 kB, estimate=15137017 kB
1464469423.381 2016-05-28 21:03:43 UTC 14615  [5748a337.3917:507] LOG:  checkpoint starting: xlog
1464469917.341 2016-05-28 21:11:57 UTC 14615  [5748a337.3917:508] LOG:  checkpoint complete: wrote 119521 buffers (5.7%); 1 transaction log file(s) added, 49 removed, 0 recycled; write=488.766 s, sync=5.119 s, total=493.959 s; sync files=532, longest=0.132 s, average=0.009 s; distance=6690440 kB, estimate=14292359 kB
1464469917.343 2016-05-28 21:11:57 UTC 14615  [5748a337.3917:509] LOG:  checkpoint starting: xlog
1464470567.942 2016-05-28 21:22:47 UTC 14615  [5748a337.3917:510] LOG:  checkpoint complete: wrote 156806 buffers (7.5%); 0 transaction log file(s) added, 409 removed, 0 recycled; write=646.030 s, sync=4.517 s, total=650.599 s; sync files=531, longest=0.156 s, average=0.008 s; distance=24788726 kB, estimate=24788726 kB
1464470567.944 2016-05-28 21:22:47 UTC 14615  [5748a337.3917:511] LOG:  checkpoint starting: xlog time
1464471174.762 2016-05-28 21:32:54 UTC 14615  [5748a337.3917:512] LOG:  checkpoint complete: wrote 149065 buffers (7.1%); 1 transaction log file(s) added, 1513 removed, 0 recycled; write=606.528 s, sync=0.211 s, total=606.818 s; sync files=529, longest=0.091 s, average=0.000 s; distance=24337797 kB, estimate=24743633 kB
1464471174.763 2016-05-28 21:32:54 UTC 14615  [5748a337.3917:513] LOG:  checkpoint starting: xlog time
1464471175.403 2016-05-28 21:32:55 UTC 14615  [5748a337.3917:514] LOG:  checkpoint complete: wrote 1087 buffers (0.1%); 0 transaction log file(s) added, 1485 removed, 0 recycled; write=0.601 s, sync=0.000 s, total=0.640 s; sync files=1, longest=0.000 s, average=0.000 s; distance=22159815 kB, estimate=24485251 kB
1464471175.404 2016-05-28 21:32:55 UTC 14615  [5748a337.3917:515] LOG:  checkpoint starting: immediate force wait
1464471176.988 2016-05-28 21:32:56 UTC 14615  [5748a337.3917:516] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 330 removed, 1022 recycled; write=0.055 s, sync=0.000 s, total=1.584 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=22036726 kB
1464471263.068 2016-05-28 21:34:23 UTC 14615  [5748a337.3917:517] LOG:  checkpoint starting: immediate force wait flush-all
1464471263.165 2016-05-28 21:34:23 UTC 14615  [5748a337.3917:518] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.074 s, sync=0.009 s, total=0.096 s; sync files=3, longest=0.009 s, average=0.003 s; distance=3 kB, estimate=19833054 kB
1464471263.327 2016-05-28 21:34:23 UTC 14615  [5748a337.3917:519] LOG:  checkpoint starting: immediate force wait
1464471263.399 2016-05-28 21:34:23 UTC 14615  [5748a337.3917:520] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.070 s, sync=0.000 s, total=0.072 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=17849749 kB
1464471863.606 2016-05-28 21:44:23 UTC 14615  [5748a337.3917:521] LOG:  checkpoint starting: time
1464472163.043 2016-05-28 21:49:23 UTC 14615  [5748a337.3917:522] LOG:  checkpoint complete: wrote 2078 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.416 s, sync=0.018 s, total=299.437 s; sync files=122, longest=0.014 s, average=0.000 s; distance=27005 kB, estimate=16067474 kB
1464476063.733 2016-05-28 22:54:23 UTC 14615  [5748a337.3917:523] LOG:  checkpoint starting: time
1464476363.159 2016-05-28 22:59:23 UTC 14615  [5748a337.3917:524] LOG:  checkpoint complete: wrote 6822 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=299.260 s, sync=0.036 s, total=299.426 s; sync files=450, longest=0.004 s, average=0.000 s; distance=1083791 kB, estimate=14569106 kB
1464476663.146 2016-05-28 23:04:23 UTC 14615  [5748a337.3917:525] LOG:  checkpoint starting: time
1464476963.147 2016-05-28 23:09:23 UTC 14615  [5748a337.3917:526] LOG:  checkpoint complete: wrote 5474 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 66 recycled; write=299.873 s, sync=0.006 s, total=300.000 s; sync files=154, longest=0.001 s, average=0.000 s; distance=1246571 kB, estimate=13236852 kB
1464477263.386 2016-05-28 23:14:23 UTC 14615  [5748a337.3917:527] LOG:  checkpoint starting: time
1464477563.212 2016-05-28 23:19:23 UTC 14615  [5748a337.3917:528] LOG:  checkpoint complete: wrote 5209 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 76 recycled; write=299.671 s, sync=0.036 s, total=299.826 s; sync files=88, longest=0.033 s, average=0.000 s; distance=1186041 kB, estimate=12031771 kB
1464477863.314 2016-05-28 23:24:23 UTC 14615  [5748a337.3917:529] LOG:  checkpoint starting: time
1464478114.664 2016-05-28 23:28:34 UTC 14615  [5748a337.3917:530] LOG:  checkpoint complete: wrote 2498 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 73 recycled; write=251.218 s, sync=0.001 s, total=251.350 s; sync files=28, longest=0.000 s, average=0.000 s; distance=94589 kB, estimate=10838053 kB
1464480263.976 2016-05-29 00:04:23 UTC 14615  [5748a337.3917:531] LOG:  checkpoint starting: time
1464480264.924 2016-05-29 00:04:24 UTC 14615  [5748a337.3917:532] LOG:  checkpoint complete: wrote 8 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 6 recycled; write=0.883 s, sync=0.043 s, total=0.947 s; sync files=7, longest=0.043 s, average=0.006 s; distance=12 kB, estimate=9754249 kB
1464480340.453 2016-05-29 00:05:40 UTC 14618  [5748a337.391a:35] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480350.565 2016-05-29 00:05:50 UTC 60782  [574a3254.ed6e:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480355.452 2016-05-29 00:05:55 UTC 14618  [5748a337.391a:36] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480365.578 2016-05-29 00:06:05 UTC 60787  [574a3263.ed73:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480370.371 2016-05-29 00:06:10 UTC 14618  [5748a337.391a:37] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480380.492 2016-05-29 00:06:20 UTC 60795  [574a3272.ed7b:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480385.424 2016-05-29 00:06:25 UTC 14618  [5748a337.391a:38] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480395.512 2016-05-29 00:06:35 UTC 60800  [574a3281.ed80:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480415.464 2016-05-29 00:06:55 UTC 14618  [5748a337.391a:39] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480445.450 2016-05-29 00:07:25 UTC 14618  [5748a337.391a:40] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480640.476 2016-05-29 00:10:40 UTC 14618  [5748a337.391a:41] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480650.597 2016-05-29 00:10:50 UTC 60898  [574a3380.ede2:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480670.405 2016-05-29 00:11:10 UTC 14618  [5748a337.391a:42] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480777.310 2016-05-29 00:12:57 UTC 61171  [574a33ff.eef3:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480959.794 2016-05-29 00:15:59 UTC 61237  [574a34b5.ef35:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480978.607 2016-05-29 00:16:18 UTC 61247  [574a34c8.ef3f:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480985.729 2016-05-29 00:16:25 UTC 14618  [5748a337.391a:43] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464480995.851 2016-05-29 00:16:35 UTC 61252  [574a34d9.ef44:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481000.549 2016-05-29 00:16:40 UTC 14618  [5748a337.391a:44] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481010.678 2016-05-29 00:16:50 UTC 61255  [574a34e8.ef47:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481015.563 2016-05-29 00:16:55 UTC 14618  [5748a337.391a:45] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481025.694 2016-05-29 00:17:05 UTC 61261  [574a34f7.ef4d:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481060.584 2016-05-29 00:17:40 UTC 14618  [5748a337.391a:46] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481070.704 2016-05-29 00:17:50 UTC 61280  [574a3524.ef60:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481075.560 2016-05-29 00:17:55 UTC 14618  [5748a337.391a:47] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481085.684 2016-05-29 00:18:05 UTC 61285  [574a3533.ef65:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481090.474 2016-05-29 00:18:10 UTC 14618  [5748a337.391a:48] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481100.591 2016-05-29 00:18:20 UTC 61293  [574a3542.ef6d:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481120.580 2016-05-29 00:18:40 UTC 14618  [5748a337.391a:49] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481130.710 2016-05-29 00:18:50 UTC 61301  [574a3560.ef75:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481135.583 2016-05-29 00:18:55 UTC 14618  [5748a337.391a:50] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464481137.181 2016-05-29 00:18:57 UTC 14615  [5748a337.3917:533] LOG:  checkpoint starting: immediate force wait
1464481137.274 2016-05-29 00:18:57 UTC 14615  [5748a337.3917:534] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.082 s, sync=0.000 s, total=0.093 s; sync files=1, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=8778824 kB
1464481737.374 2016-05-29 00:28:57 UTC 14615  [5748a337.3917:535] LOG:  checkpoint starting: time
1464481737.763 2016-05-29 00:28:57 UTC 14615  [5748a337.3917:536] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.367 s, sync=0.017 s, total=0.388 s; sync files=4, longest=0.017 s, average=0.004 s; distance=12 kB, estimate=7900943 kB
1464482037.454 2016-05-29 00:33:57 UTC 14615  [5748a337.3917:537] LOG:  checkpoint starting: immediate force wait
1464482037.532 2016-05-29 00:33:57 UTC 14615  [5748a337.3917:538] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.075 s, sync=0.000 s, total=0.077 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=7110848 kB
1464482530.525 2016-05-29 00:42:10 UTC 14615  [5748a337.3917:539] LOG:  checkpoint starting: xlog
1464482873.710 2016-05-29 00:47:53 UTC 14615  [5748a337.3917:540] LOG:  checkpoint complete: wrote 861804 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=343.013 s, sync=0.155 s, total=343.185 s; sync files=531, longest=0.149 s, average=0.000 s; distance=6700426 kB, estimate=7069806 kB
1464483049.230 2016-05-29 00:50:49 UTC 14615  [5748a337.3917:541] LOG:  checkpoint starting: xlog
1464483387.666 2016-05-29 00:56:27 UTC 14615  [5748a337.3917:542] LOG:  checkpoint complete: wrote 856281 buffers (40.8%); 0 transaction log file(s) added, 44 removed, 365 recycled; write=338.095 s, sync=0.120 s, total=338.435 s; sync files=527, longest=0.104 s, average=0.000 s; distance=6701054 kB, estimate=7032931 kB
1464483587.876 2016-05-29 00:59:47 UTC 14615  [5748a337.3917:543] LOG:  checkpoint starting: xlog
1464483844.405 2016-05-29 01:04:04 UTC 14615  [5748a337.3917:544] LOG:  checkpoint complete: wrote 690599 buffers (32.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=256.117 s, sync=0.020 s, total=256.528 s; sync files=525, longest=0.001 s, average=0.000 s; distance=6701242 kB, estimate=6999762 kB
1464483844.407 2016-05-29 01:04:04 UTC 14615  [5748a337.3917:545] LOG:  checkpoint starting: immediate force wait
1464483855.146 2016-05-29 01:04:15 UTC 14615  [5748a337.3917:546] LOG:  checkpoint complete: wrote 397463 buffers (19.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=10.213 s, sync=0.004 s, total=10.739 s; sync files=524, longest=0.000 s, average=0.000 s; distance=3120717 kB, estimate=6611858 kB
1464483887.923 2016-05-29 01:04:47 UTC 63091  [574a4025.f673:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464483896.643 2016-05-29 01:04:56 UTC 63094  [574a402e.f676:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464483913.873 2016-05-29 01:05:13 UTC 63107  [574a403f.f683:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464483928.365 2016-05-29 01:05:28 UTC 63111  [574a404e.f687:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464484444.257 2016-05-29 01:14:04 UTC 14615  [5748a337.3917:547] LOG:  checkpoint starting: time
1464484756.249 2016-05-29 01:19:16 UTC 14615  [5748a337.3917:548] LOG:  checkpoint complete: wrote 2740 buffers (0.1%); 0 transaction log file(s) added, 1 removed, 189 recycled; write=300.137 s, sync=11.515 s, total=311.991 s; sync files=525, longest=2.937 s, average=0.021 s; distance=1332514 kB, estimate=6083923 kB
1464484756.250 2016-05-29 01:19:16 UTC 14615  [5748a337.3917:549] LOG:  checkpoint starting: immediate force wait
1464484757.123 2016-05-29 01:19:17 UTC 14615  [5748a337.3917:550] LOG:  checkpoint complete: wrote 15105 buffers (0.7%); 0 transaction log file(s) added, 81 removed, 0 recycled; write=0.743 s, sync=0.011 s, total=0.873 s; sync files=512, longest=0.001 s, average=0.000 s; distance=547696 kB, estimate=5530300 kB
1464484815.227 2016-05-29 01:20:15 UTC 14615  [5748a337.3917:551] LOG:  checkpoint starting: xlog
1464485139.632 2016-05-29 01:25:39 UTC 14615  [5748a337.3917:552] LOG:  checkpoint complete: wrote 452743 buffers (21.6%); 0 transaction log file(s) added, 34 removed, 0 recycled; write=323.284 s, sync=1.075 s, total=324.405 s; sync files=531, longest=0.143 s, average=0.002 s; distance=6697184 kB, estimate=6697184 kB
1464485139.634 2016-05-29 01:25:39 UTC 14615  [5748a337.3917:553] LOG:  checkpoint starting: xlog
1464485594.416 2016-05-29 01:33:14 UTC 14615  [5748a337.3917:554] LOG:  checkpoint complete: wrote 633575 buffers (30.2%); 1 transaction log file(s) added, 409 removed, 0 recycled; write=452.578 s, sync=2.132 s, total=454.782 s; sync files=528, longest=0.158 s, average=0.004 s; distance=18301108 kB, estimate=18301108 kB
1464485594.418 2016-05-29 01:33:14 UTC 14615  [5748a337.3917:555] LOG:  checkpoint starting: xlog
1464486012.086 2016-05-29 01:40:12 UTC 14615  [5748a337.3917:556] LOG:  checkpoint complete: wrote 668295 buffers (31.9%); 0 transaction log file(s) added, 1117 removed, 0 recycled; write=415.800 s, sync=1.720 s, total=417.668 s; sync files=528, longest=0.265 s, average=0.003 s; distance=17956587 kB, estimate=18266656 kB
1464486012.088 2016-05-29 01:40:12 UTC 14615  [5748a337.3917:557] LOG:  checkpoint starting: xlog
1464486427.159 2016-05-29 01:47:07 UTC 14615  [5748a337.3917:558] LOG:  checkpoint complete: wrote 628286 buffers (30.0%); 0 transaction log file(s) added, 1096 removed, 0 recycled; write=412.732 s, sync=2.291 s, total=415.071 s; sync files=529, longest=0.211 s, average=0.004 s; distance=16829706 kB, estimate=18122961 kB
1464486427.161 2016-05-29 01:47:07 UTC 14615  [5748a337.3917:559] LOG:  checkpoint starting: xlog
1464486586.517 2016-05-29 01:49:46 UTC 14615  [5748a337.3917:560] LOG:  checkpoint complete: wrote 1106005 buffers (52.7%); 0 transaction log file(s) added, 1027 removed, 0 recycled; write=159.311 s, sync=0.006 s, total=159.356 s; sync files=535, longest=0.001 s, average=0.000 s; distance=16402650 kB, estimate=17950930 kB
1464486586.518 2016-05-29 01:49:46 UTC 14615  [5748a337.3917:561] LOG:  checkpoint starting: immediate force wait
1464486606.343 2016-05-29 01:50:06 UTC 14615  [5748a337.3917:562] LOG:  checkpoint complete: wrote 639561 buffers (30.5%); 0 transaction log file(s) added, 293 removed, 708 recycled; write=19.118 s, sync=0.004 s, total=19.825 s; sync files=525, longest=0.000 s, average=0.000 s; distance=5164108 kB, estimate=16672248 kB
1464486607.479 2016-05-29 01:50:07 UTC 64358  [574a4aca.fb66:1] ERROR:  canceling autovacuum task
1464486607.479 2016-05-29 01:50:07 UTC 64358  [574a4aca.fb66:2] CONTEXT:  automatic analyze of table "pgbench.public.pgbench_tellers"
1464486642.178 2016-05-29 01:50:42 UTC 14618  [5748a337.391a:51] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464486652.306 2016-05-29 01:50:52 UTC 64404  [574a4af2.fb94:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464487186.499 2016-05-29 01:59:46 UTC 14615  [5748a337.3917:563] LOG:  checkpoint starting: time
1464487503.250 2016-05-29 02:05:03 UTC 14615  [5748a337.3917:564] LOG:  checkpoint complete: wrote 5087 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 315 recycled; write=299.576 s, sync=16.890 s, total=316.751 s; sync files=525, longest=1.235 s, average=0.032 s; distance=5209250 kB, estimate=15525948 kB
1464487507.993 2016-05-29 02:05:07 UTC 14615  [5748a337.3917:565] LOG:  checkpoint starting: immediate force wait
1464487511.660 2016-05-29 02:05:11 UTC 14615  [5748a337.3917:566] LOG:  checkpoint complete: wrote 88057 buffers (4.2%); 0 transaction log file(s) added, 0 removed, 318 recycled; write=3.244 s, sync=0.019 s, total=3.667 s; sync files=513, longest=0.002 s, average=0.000 s; distance=2667070 kB, estimate=14240060 kB
1464487561.387 2016-05-29 02:06:01 UTC 14615  [5748a337.3917:567] LOG:  checkpoint starting: xlog
1464487574.308 2016-05-29 02:06:14 UTC 64874  [574a4e8a.fd6a:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464487584.626 2016-05-29 02:06:24 UTC 64874  [574a4e8a.fd6a:2] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464487893.494 2016-05-29 02:11:33 UTC 14615  [5748a337.3917:568] LOG:  checkpoint complete: wrote 324768 buffers (15.5%); 0 transaction log file(s) added, 163 removed, 0 recycled; write=329.942 s, sync=2.081 s, total=332.107 s; sync files=530, longest=0.102 s, average=0.003 s; distance=6696778 kB, estimate=13485732 kB
1464487893.496 2016-05-29 02:11:33 UTC 14615  [5748a337.3917:569] LOG:  checkpoint starting: xlog
1464488384.982 2016-05-29 02:19:44 UTC 14615  [5748a337.3917:570] LOG:  checkpoint complete: wrote 399555 buffers (19.1%); 0 transaction log file(s) added, 409 removed, 0 recycled; write=489.912 s, sync=1.527 s, total=491.486 s; sync files=529, longest=0.130 s, average=0.002 s; distance=19514899 kB, estimate=19514899 kB
1464488384.984 2016-05-29 02:19:44 UTC 14615  [5748a337.3917:571] LOG:  checkpoint starting: xlog
1464488829.685 2016-05-29 02:27:09 UTC 14615  [5748a337.3917:572] LOG:  checkpoint complete: wrote 396243 buffers (18.9%); 0 transaction log file(s) added, 1191 removed, 0 recycled; write=442.580 s, sync=2.064 s, total=444.701 s; sync files=528, longest=0.135 s, average=0.003 s; distance=18842638 kB, estimate=19447673 kB
1464488829.687 2016-05-29 02:27:09 UTC 14615  [5748a337.3917:573] LOG:  checkpoint starting: xlog
