1464536555.583 2016-05-29 15:42:35 UTC 11259  [574b0deb.2bfb:1] LOG:  database system was shut down at 2016-05-29 15:42:20 UTC
1464560108.201 2016-05-29 22:15:08 UTC 11260  [574b0deb.2bfc:124] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.051 s, sync=0.000 s, total=0.053 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=3089378 kB
1464560708.317 2016-05-29 22:25:08 UTC 11260  [574b0deb.2bfc:125] LOG:  checkpoint starting: time
1464560920.914 2016-05-29 22:28:40 UTC 11260  [574b0deb.2bfc:126] LOG:  checkpoint complete: wrote 2123 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=212.592 s, sync=0.002 s, total=212.597 s; sync files=44, longest=0.000 s, average=0.000 s; distance=3310 kB, estimate=2780771 kB
1464561015.737 2016-05-29 22:30:15 UTC 11260  [574b0deb.2bfc:127] LOG:  checkpoint starting: immediate force wait
1464561015.790 2016-05-29 22:30:15 UTC 11260  [574b0deb.2bfc:128] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 1 removed, 0 recycled; write=0.048 s, sync=0.000 s, total=0.052 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2502694 kB
1464561615.890 2016-05-29 22:40:15 UTC 11260  [574b0deb.2bfc:129] LOG:  checkpoint starting: time
1464561616.356 2016-05-29 22:40:16 UTC 11260  [574b0deb.2bfc:130] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.462 s, sync=0.000 s, total=0.465 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2252426 kB
1464561915.950 2016-05-29 22:45:15 UTC 11260  [574b0deb.2bfc:131] LOG:  checkpoint starting: immediate force wait
1464561916.002 2016-05-29 22:45:16 UTC 11260  [574b0deb.2bfc:132] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.050 s, sync=0.000 s, total=0.052 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2027183 kB
1464562515.102 2016-05-29 22:55:15 UTC 11260  [574b0deb.2bfc:133] LOG:  checkpoint starting: time
1464562815.103 2016-05-29 23:00:15 UTC 11260  [574b0deb.2bfc:134] LOG:  checkpoint complete: wrote 61079 buffers (2.9%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.993 s, sync=0.001 s, total=300.001 s; sync files=21, longest=0.001 s, average=0.000 s; distance=632129 kB, estimate=1887678 kB
1464563115.190 2016-05-29 23:05:15 UTC 11260  [574b0deb.2bfc:135] LOG:  checkpoint starting: time
1464563415.088 2016-05-29 23:10:15 UTC 11260  [574b0deb.2bfc:136] LOG:  checkpoint complete: wrote 56063 buffers (2.7%); 0 transaction log file(s) added, 38 removed, 0 recycled; write=299.858 s, sync=0.001 s, total=299.898 s; sync files=16, longest=0.000 s, average=0.000 s; distance=582734 kB, estimate=1757183 kB
1464563715.185 2016-05-29 23:15:15 UTC 11260  [574b0deb.2bfc:137] LOG:  checkpoint starting: time
1464563716.789 2016-05-29 23:15:16 UTC 11260  [574b0deb.2bfc:138] LOG:  checkpoint complete: wrote 57531 buffers (2.7%); 0 transaction log file(s) added, 36 removed, 0 recycled; write=1.565 s, sync=0.001 s, total=1.603 s; sync files=16, longest=0.000 s, average=0.000 s; distance=591964 kB, estimate=1640661 kB
1464563716.789 2016-05-29 23:15:16 UTC 11260  [574b0deb.2bfc:139] LOG:  checkpoint starting: immediate force wait
1464563716.879 2016-05-29 23:15:16 UTC 11260  [574b0deb.2bfc:140] LOG:  checkpoint complete: wrote 35 buffers (0.0%); 0 transaction log file(s) added, 36 removed, 0 recycled; write=0.049 s, sync=0.000 s, total=0.089 s; sync files=5, longest=0.000 s, average=0.000 s; distance=5993 kB, estimate=1477194 kB
1464564316.979 2016-05-29 23:25:16 UTC 11260  [574b0deb.2bfc:141] LOG:  checkpoint starting: time
1464564616.018 2016-05-29 23:30:16 UTC 11260  [574b0deb.2bfc:142] LOG:  checkpoint complete: wrote 57724 buffers (2.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.034 s, sync=0.001 s, total=299.038 s; sync files=15, longest=0.000 s, average=0.000 s; distance=391552 kB, estimate=1368630 kB
1464564617.060 2016-05-29 23:30:17 UTC 11260  [574b0deb.2bfc:143] LOG:  checkpoint starting: immediate force wait
1464564617.134 2016-05-29 23:30:17 UTC 11260  [574b0deb.2bfc:144] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 20 removed, 4 recycled; write=0.047 s, sync=0.000 s, total=0.074 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1231767 kB
1464565217.239 2016-05-29 23:40:17 UTC 11260  [574b0deb.2bfc:145] LOG:  checkpoint starting: time
1464565517.117 2016-05-29 23:45:17 UTC 11260  [574b0deb.2bfc:146] LOG:  checkpoint complete: wrote 92393 buffers (4.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.839 s, sync=0.003 s, total=299.877 s; sync files=20, longest=0.001 s, average=0.000 s; distance=2515563 kB, estimate=2515563 kB
1464565817.219 2016-05-29 23:50:17 UTC 11260  [574b0deb.2bfc:147] LOG:  checkpoint starting: time
1464566117.162 2016-05-29 23:55:17 UTC 11260  [574b0deb.2bfc:148] LOG:  checkpoint complete: wrote 92959 buffers (4.4%); 0 transaction log file(s) added, 0 removed, 154 recycled; write=299.778 s, sync=0.006 s, total=299.942 s; sync files=16, longest=0.005 s, average=0.000 s; distance=2471401 kB, estimate=2511147 kB
1464566417.263 2016-05-30 00:00:17 UTC 11260  [574b0deb.2bfc:149] LOG:  checkpoint starting: time
1464566418.479 2016-05-30 00:00:18 UTC 11260  [574b0deb.2bfc:150] LOG:  checkpoint complete: wrote 95048 buffers (4.5%); 0 transaction log file(s) added, 0 removed, 151 recycled; write=1.042 s, sync=0.000 s, total=1.215 s; sync files=15, longest=0.000 s, average=0.000 s; distance=2439715 kB, estimate=2504004 kB
1464566418.480 2016-05-30 00:00:18 UTC 11260  [574b0deb.2bfc:151] LOG:  checkpoint starting: immediate force wait
1464566418.762 2016-05-30 00:00:18 UTC 11260  [574b0deb.2bfc:152] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 148 recycled; write=0.060 s, sync=0.000 s, total=0.282 s; sync files=0, longest=0.000 s, average=0.000 s; distance=803 kB, estimate=2253684 kB
1464567018.861 2016-05-30 00:10:18 UTC 11260  [574b0deb.2bfc:153] LOG:  checkpoint starting: time
1464567318.055 2016-05-30 00:15:18 UTC 11260  [574b0deb.2bfc:154] LOG:  checkpoint complete: wrote 59419 buffers (2.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.189 s, sync=0.000 s, total=299.193 s; sync files=15, longest=0.000 s, average=0.000 s; distance=402667 kB, estimate=2068582 kB
1464567319.139 2016-05-30 00:15:19 UTC 11260  [574b0deb.2bfc:155] LOG:  checkpoint starting: immediate force wait
1464567319.219 2016-05-30 00:15:19 UTC 11260  [574b0deb.2bfc:156] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 25 recycled; write=0.047 s, sync=0.000 s, total=0.079 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1861724 kB
1464567919.324 2016-05-30 00:25:19 UTC 11260  [574b0deb.2bfc:157] LOG:  checkpoint starting: time
1464568219.041 2016-05-30 00:30:19 UTC 11260  [574b0deb.2bfc:158] LOG:  checkpoint complete: wrote 113378 buffers (5.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.669 s, sync=0.006 s, total=299.716 s; sync files=20, longest=0.005 s, average=0.000 s; distance=3859512 kB, estimate=3859512 kB
1464568519.144 2016-05-30 00:35:19 UTC 11260  [574b0deb.2bfc:159] LOG:  checkpoint starting: time
1464568819.240 2016-05-30 00:40:19 UTC 11260  [574b0deb.2bfc:160] LOG:  checkpoint complete: wrote 115706 buffers (5.5%); 0 transaction log file(s) added, 0 removed, 236 recycled; write=299.888 s, sync=0.003 s, total=300.095 s; sync files=17, longest=0.002 s, average=0.000 s; distance=3798145 kB, estimate=3853376 kB
1464569119.341 2016-05-30 00:45:19 UTC 11260  [574b0deb.2bfc:161] LOG:  checkpoint starting: time
1464569121.085 2016-05-30 00:45:21 UTC 11260  [574b0deb.2bfc:162] LOG:  checkpoint complete: wrote 121701 buffers (5.8%); 0 transaction log file(s) added, 0 removed, 231 recycled; write=1.533 s, sync=0.000 s, total=1.744 s; sync files=18, longest=0.000 s, average=0.000 s; distance=3792905 kB, estimate=3847329 kB
1464569121.085 2016-05-30 00:45:21 UTC 11260  [574b0deb.2bfc:163] LOG:  checkpoint starting: immediate force wait
1464569121.516 2016-05-30 00:45:21 UTC 11260  [574b0deb.2bfc:164] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 15 removed, 217 recycled; write=0.080 s, sync=0.000 s, total=0.430 s; sync files=0, longest=0.000 s, average=0.000 s; distance=1575 kB, estimate=3462753 kB
1464569721.616 2016-05-30 00:55:21 UTC 11260  [574b0deb.2bfc:165] LOG:  checkpoint starting: time
1464570021.035 2016-05-30 01:00:21 UTC 11260  [574b0deb.2bfc:166] LOG:  checkpoint complete: wrote 60185 buffers (2.9%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.414 s, sync=0.001 s, total=299.418 s; sync files=15, longest=0.000 s, average=0.000 s; distance=395269 kB, estimate=3156005 kB
1464570022.491 2016-05-30 01:00:22 UTC 11260  [574b0deb.2bfc:167] LOG:  checkpoint starting: immediate force wait
1464570022.577 2016-05-30 01:00:22 UTC 11260  [574b0deb.2bfc:168] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 24 removed, 0 recycled; write=0.064 s, sync=0.000 s, total=0.086 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2840404 kB
1464570622.685 2016-05-30 01:10:22 UTC 11260  [574b0deb.2bfc:169] LOG:  checkpoint starting: time
1464570922.061 2016-05-30 01:15:22 UTC 11260  [574b0deb.2bfc:170] LOG:  checkpoint complete: wrote 113463 buffers (5.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.304 s, sync=0.006 s, total=299.375 s; sync files=20, longest=0.005 s, average=0.000 s; distance=4119746 kB, estimate=4119746 kB
1464571222.165 2016-05-30 01:20:22 UTC 11260  [574b0deb.2bfc:171] LOG:  checkpoint starting: time
1464571522.291 2016-05-30 01:25:22 UTC 11260  [574b0deb.2bfc:172] LOG:  checkpoint complete: wrote 116665 buffers (5.6%); 0 transaction log file(s) added, 0 removed, 252 recycled; write=299.885 s, sync=0.007 s, total=300.126 s; sync files=18, longest=0.006 s, average=0.000 s; distance=4127226 kB, estimate=4127226 kB
1464571822.393 2016-05-30 01:30:22 UTC 11260  [574b0deb.2bfc:173] LOG:  checkpoint starting: time
1464571822.769 2016-05-30 01:30:22 UTC 30916  [574b97ae.78c4:1] FATAL:  terminating autovacuum process due to administrator command
1464571823.301 2016-05-30 01:30:23 UTC 11260  [574b0deb.2bfc:174] LOG:  checkpoint complete: wrote 1061 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 252 recycled; write=0.651 s, sync=0.000 s, total=0.907 s; sync files=0, longest=0.000 s, average=0.000 s; distance=4202034 kB, estimate=4202034 kB
1464571823.301 2016-05-30 01:30:23 UTC 11260  [574b0deb.2bfc:175] LOG:  checkpoint starting: immediate force wait
1464571823.742 2016-05-30 01:30:23 UTC 11260  [574b0deb.2bfc:176] LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 8 removed, 248 recycled; write=0.074 s, sync=0.000 s, total=0.441 s; sync files=1, longest=0.000 s, average=0.000 s; distance=27648 kB, estimate=3784595 kB
1464571824.148 2016-05-30 01:30:24 UTC 11260  [574b0deb.2bfc:177] LOG:  checkpoint starting: immediate force wait flush-all
1464571824.258 2016-05-30 01:30:24 UTC 11260  [574b0deb.2bfc:178] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 2 removed, 0 recycled; write=0.064 s, sync=0.000 s, total=0.110 s; sync files=3, longest=0.000 s, average=0.000 s; distance=3 kB, estimate=3406136 kB
1464571824.393 2016-05-30 01:30:24 UTC 11260  [574b0deb.2bfc:179] LOG:  checkpoint starting: immediate force wait
1464571824.459 2016-05-30 01:30:24 UTC 11260  [574b0deb.2bfc:180] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.064 s, sync=0.000 s, total=0.065 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=3065522 kB
1464572424.665 2016-05-30 01:40:24 UTC 11260  [574b0deb.2bfc:181] LOG:  checkpoint starting: time
1464572724.083 2016-05-30 01:45:24 UTC 11260  [574b0deb.2bfc:182] LOG:  checkpoint complete: wrote 169 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.410 s, sync=0.004 s, total=299.417 s; sync files=75, longest=0.000 s, average=0.000 s; distance=260025 kB, estimate=2784973 kB
1464573284.814 2016-05-30 01:54:44 UTC 11260  [574b0deb.2bfc:183] LOG:  checkpoint starting: immediate force wait
1464573284.909 2016-05-30 01:54:44 UTC 11260  [574b0deb.2bfc:184] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 16 removed, 0 recycled; write=0.080 s, sync=0.000 s, total=0.094 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2506475 kB
1464573885.009 2016-05-30 02:04:45 UTC 11260  [574b0deb.2bfc:185] LOG:  checkpoint starting: time
1464573885.381 2016-05-30 02:04:45 UTC 11260  [574b0deb.2bfc:186] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.369 s, sync=0.000 s, total=0.372 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2255829 kB
1464574185.004 2016-05-30 02:09:45 UTC 11260  [574b0deb.2bfc:187] LOG:  checkpoint starting: immediate force wait
1464574185.076 2016-05-30 02:09:45 UTC 11260  [574b0deb.2bfc:188] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.069 s, sync=0.000 s, total=0.071 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2030246 kB
1464574785.178 2016-05-30 02:19:45 UTC 11260  [574b0deb.2bfc:189] LOG:  checkpoint starting: time
1464575085.088 2016-05-30 02:24:45 UTC 11260  [574b0deb.2bfc:190] LOG:  checkpoint complete: wrote 742857 buffers (35.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.898 s, sync=0.005 s, total=299.910 s; sync files=57, longest=0.002 s, average=0.000 s; distance=5819468 kB, estimate=5819468 kB
1464575385.189 2016-05-30 02:29:45 UTC 11260  [574b0deb.2bfc:191] LOG:  checkpoint starting: time
1464575672.894 2016-05-30 02:34:32 UTC 11260  [574b0deb.2bfc:192] LOG:  checkpoint complete: wrote 691820 buffers (33.0%); 0 transaction log file(s) added, 0 removed, 355 recycled; write=287.392 s, sync=0.004 s, total=287.705 s; sync files=53, longest=0.002 s, average=0.000 s; distance=5815845 kB, estimate=5819106 kB
1464575985.214 2016-05-30 02:39:45 UTC 11260  [574b0deb.2bfc:193] LOG:  checkpoint starting: immediate force wait time
1464576003.596 2016-05-30 02:40:03 UTC 11260  [574b0deb.2bfc:194] LOG:  checkpoint complete: wrote 714043 buffers (34.0%); 0 transaction log file(s) added, 0 removed, 355 recycled; write=17.976 s, sync=0.001 s, total=18.382 s; sync files=85, longest=0.000 s, average=0.000 s; distance=5977382 kB, estimate=5977382 kB
1464576094.946 2016-05-30 02:41:34 UTC 11260  [574b0deb.2bfc:195] LOG:  checkpoint starting: xlog
1464576394.302 2016-05-30 02:46:34 UTC 11260  [574b0deb.2bfc:196] LOG:  checkpoint complete: wrote 60951 buffers (2.9%); 0 transaction log file(s) added, 0 removed, 365 recycled; write=299.138 s, sync=0.002 s, total=299.355 s; sync files=52, longest=0.000 s, average=0.000 s; distance=6703283 kB, estimate=6703283 kB
1464576694.410 2016-05-30 02:51:34 UTC 11260  [574b0deb.2bfc:197] LOG:  checkpoint starting: time
1464576905.365 2016-05-30 02:55:05 UTC 11260  [574b0deb.2bfc:198] LOG:  checkpoint complete: wrote 123848 buffers (5.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=210.180 s, sync=0.064 s, total=210.954 s; sync files=38, longest=0.062 s, average=0.001 s; distance=2416765 kB, estimate=6274632 kB
1464576905.365 2016-05-30 02:55:05 UTC 11260  [574b0deb.2bfc:199] LOG:  checkpoint starting: immediate force wait
1464576909.410 2016-05-30 02:55:09 UTC 11260  [574b0deb.2bfc:200] LOG:  checkpoint complete: wrote 54341 buffers (2.6%); 0 transaction log file(s) added, 0 removed, 147 recycled; write=3.578 s, sync=0.116 s, total=4.044 s; sync files=7, longest=0.103 s, average=0.016 s; distance=23 kB, estimate=5647171 kB
1464576987.519 2016-05-30 02:56:27 UTC 11260  [574b0deb.2bfc:201] LOG:  checkpoint starting: xlog
1464577029.499 2016-05-30 02:57:09 UTC 11260  [574b0deb.2bfc:202] LOG:  checkpoint complete: wrote 848147 buffers (40.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=41.939 s, sync=0.023 s, total=41.979 s; sync files=56, longest=0.014 s, average=0.000 s; distance=6689998 kB, estimate=6689998 kB
1464577071.157 2016-05-30 02:57:51 UTC 11260  [574b0deb.2bfc:203] LOG:  checkpoint starting: xlog
1464577115.373 2016-05-30 02:58:35 UTC 11260  [574b0deb.2bfc:204] LOG:  checkpoint complete: wrote 797274 buffers (38.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.821 s, sync=0.009 s, total=44.216 s; sync files=53, longest=0.004 s, average=0.000 s; distance=6701086 kB, estimate=6701086 kB
1464577158.103 2016-05-30 02:59:18 UTC 11260  [574b0deb.2bfc:205] LOG:  checkpoint starting: xlog
1464577201.518 2016-05-30 03:00:01 UTC 11260  [574b0deb.2bfc:206] LOG:  checkpoint complete: wrote 788377 buffers (37.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.017 s, sync=0.011 s, total=43.415 s; sync files=54, longest=0.004 s, average=0.000 s; distance=6701058 kB, estimate=6701084 kB
1464577244.967 2016-05-30 03:00:44 UTC 11260  [574b0deb.2bfc:207] LOG:  checkpoint starting: xlog
1464577295.920 2016-05-30 03:01:35 UTC 11260  [574b0deb.2bfc:208] LOG:  checkpoint complete: wrote 803148 buffers (38.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=50.368 s, sync=0.009 s, total=50.952 s; sync files=55, longest=0.004 s, average=0.000 s; distance=6701053 kB, estimate=6701081 kB
1464577340.507 2016-05-30 03:02:20 UTC 11260  [574b0deb.2bfc:209] LOG:  checkpoint starting: xlog
1464577386.865 2016-05-30 03:03:06 UTC 11260  [574b0deb.2bfc:210] LOG:  checkpoint complete: wrote 793396 buffers (37.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=45.955 s, sync=0.012 s, total=46.357 s; sync files=52, longest=0.006 s, average=0.000 s; distance=6701069 kB, estimate=6701079 kB
1464577432.419 2016-05-30 03:03:52 UTC 11260  [574b0deb.2bfc:211] LOG:  checkpoint starting: xlog
1464577479.269 2016-05-30 03:04:39 UTC 11260  [574b0deb.2bfc:212] LOG:  checkpoint complete: wrote 801506 buffers (38.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=46.444 s, sync=0.008 s, total=46.849 s; sync files=54, longest=0.002 s, average=0.000 s; distance=6701044 kB, estimate=6701076 kB
1464577526.667 2016-05-30 03:05:26 UTC 11260  [574b0deb.2bfc:213] LOG:  checkpoint starting: xlog
1464577576.239 2016-05-30 03:06:16 UTC 11260  [574b0deb.2bfc:214] LOG:  checkpoint complete: wrote 793529 buffers (37.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=49.155 s, sync=0.007 s, total=49.572 s; sync files=53, longest=0.001 s, average=0.000 s; distance=6701097 kB, estimate=6701097 kB
1464577624.606 2016-05-30 03:07:04 UTC 11260  [574b0deb.2bfc:215] LOG:  checkpoint starting: xlog
1464577677.950 2016-05-30 03:07:57 UTC 11260  [574b0deb.2bfc:216] LOG:  checkpoint complete: wrote 799729 buffers (38.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=52.928 s, sync=0.012 s, total=53.343 s; sync files=54, longest=0.007 s, average=0.000 s; distance=6701028 kB, estimate=6701090 kB
