1464698282.799 2016-05-31 12:38:02 UTC 3336  [574d85aa.d08:1] LOG:  database system was shut down at 2016-05-31 12:37:50 UTC
1464725040.027 2016-05-31 20:04:00 UTC 3337  [574d85aa.d09:126] LOG:  checkpoint complete: wrote 55865 buffers (2.7%); 0 transaction log file(s) added, 43 removed, 0 recycled; write=299.850 s, sync=0.001 s, total=299.876 s; sync files=15, longest=0.000 s, average=0.000 s; distance=587144 kB, estimate=1702077 kB
1464725340.127 2016-05-31 20:09:00 UTC 3337  [574d85aa.d09:127] LOG:  checkpoint starting: time
1464725341.155 2016-05-31 20:09:01 UTC 3337  [574d85aa.d09:128] LOG:  checkpoint complete: wrote 58106 buffers (2.8%); 0 transaction log file(s) added, 36 removed, 0 recycled; write=0.994 s, sync=0.001 s, total=1.028 s; sync files=14, longest=0.000 s, average=0.000 s; distance=594680 kB, estimate=1591337 kB
1464725341.155 2016-05-31 20:09:01 UTC 3337  [574d85aa.d09:129] LOG:  checkpoint starting: immediate force wait
1464725341.238 2016-05-31 20:09:01 UTC 3337  [574d85aa.d09:130] LOG:  checkpoint complete: wrote 25 buffers (0.0%); 0 transaction log file(s) added, 25 removed, 11 recycled; write=0.042 s, sync=0.000 s, total=0.082 s; sync files=4, longest=0.000 s, average=0.000 s; distance=2194 kB, estimate=1432423 kB
1464725941.277 2016-05-31 20:19:01 UTC 3337  [574d85aa.d09:131] LOG:  checkpoint starting: time
1464726241.086 2016-05-31 20:24:01 UTC 3337  [574d85aa.d09:132] LOG:  checkpoint complete: wrote 57688 buffers (2.8%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=299.804 s, sync=0.000 s, total=299.808 s; sync files=12, longest=0.000 s, average=0.000 s; distance=391933 kB, estimate=1328374 kB
1464726241.375 2016-05-31 20:24:01 UTC 3337  [574d85aa.d09:133] LOG:  checkpoint starting: immediate force wait
1464726241.464 2016-05-31 20:24:01 UTC 3337  [574d85aa.d09:134] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 23 recycled; write=0.048 s, sync=0.000 s, total=0.088 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1195537 kB
1464726841.569 2016-05-31 20:34:01 UTC 3337  [574d85aa.d09:135] LOG:  checkpoint starting: time
1464727141.073 2016-05-31 20:39:01 UTC 3337  [574d85aa.d09:136] LOG:  checkpoint complete: wrote 108510 buffers (5.2%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.462 s, sync=0.004 s, total=299.503 s; sync files=20, longest=0.003 s, average=0.000 s; distance=3502199 kB, estimate=3502199 kB
1464727441.171 2016-05-31 20:44:01 UTC 3337  [574d85aa.d09:137] LOG:  checkpoint starting: time
1464727741.258 2016-05-31 20:49:01 UTC 3337  [574d85aa.d09:138] LOG:  checkpoint complete: wrote 109512 buffers (5.2%); 0 transaction log file(s) added, 0 removed, 214 recycled; write=299.867 s, sync=0.003 s, total=300.087 s; sync files=17, longest=0.001 s, average=0.000 s; distance=3436633 kB, estimate=3495642 kB
1464728041.359 2016-05-31 20:54:01 UTC 3337  [574d85aa.d09:139] LOG:  checkpoint starting: time
1464728042.941 2016-05-31 20:54:02 UTC 3337  [574d85aa.d09:140] LOG:  checkpoint complete: wrote 114507 buffers (5.5%); 0 transaction log file(s) added, 0 removed, 210 recycled; write=1.334 s, sync=0.001 s, total=1.582 s; sync files=18, longest=0.000 s, average=0.000 s; distance=3420348 kB, estimate=3488113 kB
1464728042.941 2016-05-31 20:54:02 UTC 3337  [574d85aa.d09:141] LOG:  checkpoint starting: immediate force wait
1464728043.300 2016-05-31 20:54:03 UTC 3337  [574d85aa.d09:142] LOG:  checkpoint complete: wrote 53 buffers (0.0%); 0 transaction log file(s) added, 13 removed, 196 recycled; write=0.062 s, sync=0.000 s, total=0.358 s; sync files=2, longest=0.000 s, average=0.000 s; distance=16186 kB, estimate=3140920 kB
1464728642.397 2016-05-31 21:04:02 UTC 3337  [574d85aa.d09:143] LOG:  checkpoint starting: time
1464728942.097 2016-05-31 21:09:02 UTC 3337  [574d85aa.d09:144] LOG:  checkpoint complete: wrote 59786 buffers (2.9%); 0 transaction log file(s) added, 1 removed, 0 recycled; write=299.694 s, sync=0.001 s, total=299.699 s; sync files=15, longest=0.000 s, average=0.000 s; distance=402707 kB, estimate=2867099 kB
1464728943.826 2016-05-31 21:09:03 UTC 3337  [574d85aa.d09:145] LOG:  checkpoint starting: immediate force wait
1464728943.933 2016-05-31 21:09:03 UTC 3337  [574d85aa.d09:146] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 16 removed, 8 recycled; write=0.075 s, sync=0.000 s, total=0.106 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2580389 kB
1464729544.040 2016-05-31 21:19:04 UTC 3337  [574d85aa.d09:147] LOG:  checkpoint starting: time
1464729844.127 2016-05-31 21:24:04 UTC 3337  [574d85aa.d09:148] LOG:  checkpoint complete: wrote 113471 buffers (5.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=300.037 s, sync=0.004 s, total=300.086 s; sync files=20, longest=0.003 s, average=0.000 s; distance=3933421 kB, estimate=3933421 kB
1464730144.229 2016-05-31 21:29:04 UTC 3337  [574d85aa.d09:149] LOG:  checkpoint starting: time
1464730444.199 2016-05-31 21:34:04 UTC 3337  [574d85aa.d09:150] LOG:  checkpoint complete: wrote 115319 buffers (5.5%); 0 transaction log file(s) added, 0 removed, 240 recycled; write=299.793 s, sync=0.008 s, total=299.969 s; sync files=18, longest=0.006 s, average=0.000 s; distance=3891987 kB, estimate=3929278 kB
1464730744.143 2016-05-31 21:39:04 UTC 3337  [574d85aa.d09:151] LOG:  checkpoint starting: immediate force wait time
1464730745.743 2016-05-31 21:39:05 UTC 3337  [574d85aa.d09:152] LOG:  checkpoint complete: wrote 123815 buffers (5.9%); 0 transaction log file(s) added, 0 removed, 238 recycled; write=1.386 s, sync=0.000 s, total=1.599 s; sync files=18, longest=0.000 s, average=0.000 s; distance=3930880 kB, estimate=3930880 kB
1464731344.843 2016-05-31 21:49:04 UTC 3337  [574d85aa.d09:153] LOG:  checkpoint starting: time
1464731644.333 2016-05-31 21:54:04 UTC 3337  [574d85aa.d09:154] LOG:  checkpoint complete: wrote 60323 buffers (2.9%); 0 transaction log file(s) added, 10 removed, 230 recycled; write=299.214 s, sync=0.001 s, total=299.490 s; sync files=17, longest=0.000 s, average=0.000 s; distance=397277 kB, estimate=3577519 kB
1464731646.446 2016-05-31 21:54:06 UTC 3337  [574d85aa.d09:155] LOG:  checkpoint starting: immediate force wait
1464731646.516 2016-05-31 21:54:06 UTC 3337  [574d85aa.d09:156] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 24 removed, 0 recycled; write=0.053 s, sync=0.000 s, total=0.069 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=3219767 kB
1464732246.622 2016-05-31 22:04:06 UTC 3337  [574d85aa.d09:157] LOG:  checkpoint starting: time
1464732546.114 2016-05-31 22:09:06 UTC 3337  [574d85aa.d09:158] LOG:  checkpoint complete: wrote 112709 buffers (5.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.438 s, sync=0.006 s, total=299.492 s; sync files=49, longest=0.004 s, average=0.000 s; distance=4087787 kB, estimate=4087787 kB
1464732846.217 2016-05-31 22:14:06 UTC 3337  [574d85aa.d09:159] LOG:  checkpoint starting: time
1464733146.280 2016-05-31 22:19:06 UTC 3337  [574d85aa.d09:160] LOG:  checkpoint complete: wrote 118217 buffers (5.6%); 0 transaction log file(s) added, 0 removed, 250 recycled; write=299.814 s, sync=0.005 s, total=300.063 s; sync files=19, longest=0.004 s, average=0.000 s; distance=4091583 kB, estimate=4091583 kB
1464733446.381 2016-05-31 22:24:06 UTC 3337  [574d85aa.d09:161] LOG:  checkpoint starting: time
1464733447.211 2016-05-31 22:24:07 UTC 3337  [574d85aa.d09:162] LOG:  checkpoint complete: wrote 906 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 249 recycled; write=0.518 s, sync=0.000 s, total=0.830 s; sync files=0, longest=0.000 s, average=0.000 s; distance=4078352 kB, estimate=4090260 kB
1464733447.212 2016-05-31 22:24:07 UTC 3337  [574d85aa.d09:163] LOG:  checkpoint starting: immediate force wait
1464733447.632 2016-05-31 22:24:07 UTC 3337  [574d85aa.d09:164] LOG:  checkpoint complete: wrote 2 buffers (0.0%); 0 transaction log file(s) added, 16 removed, 233 recycled; write=0.084 s, sync=0.000 s, total=0.420 s; sync files=2, longest=0.000 s, average=0.000 s; distance=24159 kB, estimate=3683650 kB
1464733448.142 2016-05-31 22:24:08 UTC 3337  [574d85aa.d09:165] LOG:  checkpoint starting: immediate force wait flush-all
1464733448.213 2016-05-31 22:24:08 UTC 3337  [574d85aa.d09:166] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 2 removed, 0 recycled; write=0.065 s, sync=0.000 s, total=0.071 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=3315285 kB
1464733448.277 2016-05-31 22:24:08 UTC 3337  [574d85aa.d09:167] LOG:  checkpoint starting: immediate force wait
1464733448.344 2016-05-31 22:24:08 UTC 3337  [574d85aa.d09:168] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.065 s, sync=0.000 s, total=0.066 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2983756 kB
1464734049.106 2016-05-31 22:34:09 UTC 3337  [574d85aa.d09:169] LOG:  checkpoint starting: time
1464734349.037 2016-05-31 22:39:09 UTC 3337  [574d85aa.d09:170] LOG:  checkpoint complete: wrote 815 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.927 s, sync=0.001 s, total=299.931 s; sync files=76, longest=0.000 s, average=0.000 s; distance=260024 kB, estimate=2711383 kB
1464734649.137 2016-05-31 22:44:09 UTC 3337  [574d85aa.d09:171] LOG:  checkpoint starting: time
1464734649.228 2016-05-31 22:44:09 UTC 3337  [574d85aa.d09:172] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 16 removed, 0 recycled; write=0.075 s, sync=0.000 s, total=0.091 s; sync files=0, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2440246 kB
1464734967.748 2016-05-31 22:49:27 UTC 3337  [574d85aa.d09:173] LOG:  checkpoint starting: immediate force wait
1464734967.823 2016-05-31 22:49:27 UTC 3337  [574d85aa.d09:174] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.073 s, sync=0.000 s, total=0.074 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2196221 kB
1464735567.923 2016-05-31 22:59:27 UTC 3337  [574d85aa.d09:175] LOG:  checkpoint starting: time
1464735568.092 2016-05-31 22:59:28 UTC 3337  [574d85aa.d09:176] LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.165 s, sync=0.000 s, total=0.168 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=1976600 kB
1464735867.937 2016-05-31 23:04:27 UTC 3337  [574d85aa.d09:177] LOG:  checkpoint starting: immediate force wait
1464735868.003 2016-05-31 23:04:28 UTC 3337  [574d85aa.d09:178] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.063 s, sync=0.000 s, total=0.065 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1778940 kB
1464736316.954 2016-05-31 23:11:56 UTC 3337  [574d85aa.d09:179] LOG:  checkpoint starting: xlog
1464736528.094 2016-05-31 23:15:28 UTC 3337  [574d85aa.d09:180] LOG:  checkpoint complete: wrote 854065 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=211.121 s, sync=0.002 s, total=211.139 s; sync files=57, longest=0.001 s, average=0.000 s; distance=6699397 kB, estimate=6699397 kB
1464736777.955 2016-05-31 23:19:37 UTC 3337  [574d85aa.d09:181] LOG:  checkpoint starting: xlog
1464737001.927 2016-05-31 23:23:21 UTC 3337  [574d85aa.d09:182] LOG:  checkpoint complete: wrote 794975 buffers (37.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=223.611 s, sync=0.002 s, total=223.971 s; sync files=53, longest=0.001 s, average=0.000 s; distance=6701049 kB, estimate=6701049 kB
1464737255.432 2016-05-31 23:27:35 UTC 3337  [574d85aa.d09:183] LOG:  checkpoint starting: xlog
1464737485.757 2016-05-31 23:31:25 UTC 3337  [574d85aa.d09:184] LOG:  checkpoint complete: wrote 793487 buffers (37.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=229.960 s, sync=0.004 s, total=230.325 s; sync files=52, longest=0.001 s, average=0.000 s; distance=6701066 kB, estimate=6701066 kB
1464737668.131 2016-05-31 23:34:28 UTC 3337  [574d85aa.d09:185] LOG:  checkpoint starting: immediate force wait
1464737692.083 2016-05-31 23:34:52 UTC 3337  [574d85aa.d09:186] LOG:  checkpoint complete: wrote 677819 buffers (32.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=23.264 s, sync=0.001 s, total=23.952 s; sync files=53, longest=0.000 s, average=0.000 s; distance=5737851 kB, estimate=6604745 kB
1464737728.506 2016-05-31 23:35:28 UTC 3337  [574d85aa.d09:187] LOG:  checkpoint starting: xlog
1464737781.170 2016-05-31 23:36:21 UTC 3337  [574d85aa.d09:188] LOG:  checkpoint complete: wrote 205275 buffers (9.8%); 0 transaction log file(s) added, 0 removed, 350 recycled; write=51.162 s, sync=1.221 s, total=52.663 s; sync files=50, longest=0.644 s, average=0.024 s; distance=6702116 kB, estimate=6702116 kB
1464738328.329 2016-05-31 23:45:28 UTC 3337  [574d85aa.d09:189] LOG:  checkpoint starting: time
1464738593.169 2016-05-31 23:49:53 UTC 3337  [574d85aa.d09:190] LOG:  checkpoint complete: wrote 175774 buffers (8.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=264.374 s, sync=0.003 s, total=264.839 s; sync files=38, longest=0.001 s, average=0.000 s; distance=6155928 kB, estimate=6647497 kB
1464738593.169 2016-05-31 23:49:53 UTC 3337  [574d85aa.d09:191] LOG:  checkpoint starting: immediate force wait
1464738596.260 2016-05-31 23:49:56 UTC 3337  [574d85aa.d09:192] LOG:  checkpoint complete: wrote 99175 buffers (4.7%); 0 transaction log file(s) added, 17 removed, 359 recycled; write=2.178 s, sync=0.066 s, total=3.091 s; sync files=7, longest=0.063 s, average=0.009 s; distance=15 kB, estimate=5982749 kB
1464738650.172 2016-05-31 23:50:50 UTC 3337  [574d85aa.d09:193] LOG:  checkpoint starting: xlog
1464738688.832 2016-05-31 23:51:28 UTC 3337  [574d85aa.d09:194] LOG:  checkpoint complete: wrote 846396 buffers (40.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=38.630 s, sync=0.012 s, total=38.659 s; sync files=57, longest=0.006 s, average=0.000 s; distance=6701016 kB, estimate=6701016 kB
1464738717.733 2016-05-31 23:51:57 UTC 3337  [574d85aa.d09:195] LOG:  checkpoint starting: xlog
1464738757.004 2016-05-31 23:52:37 UTC 3337  [574d85aa.d09:196] LOG:  checkpoint complete: wrote 798282 buffers (38.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=38.962 s, sync=0.011 s, total=39.270 s; sync files=52, longest=0.005 s, average=0.000 s; distance=6701086 kB, estimate=6701086 kB
1464738785.843 2016-05-31 23:53:05 UTC 3337  [574d85aa.d09:197] LOG:  checkpoint starting: xlog
1464738826.362 2016-05-31 23:53:46 UTC 3337  [574d85aa.d09:198] LOG:  checkpoint complete: wrote 792100 buffers (37.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.119 s, sync=0.015 s, total=40.519 s; sync files=53, longest=0.005 s, average=0.000 s; distance=6701060 kB, estimate=6701084 kB
1464738857.044 2016-05-31 23:54:17 UTC 3337  [574d85aa.d09:199] LOG:  checkpoint starting: xlog
1464738896.130 2016-05-31 23:54:56 UTC 3337  [574d85aa.d09:200] LOG:  checkpoint complete: wrote 802101 buffers (38.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=38.728 s, sync=0.014 s, total=39.086 s; sync files=54, longest=0.006 s, average=0.000 s; distance=6701045 kB, estimate=6701080 kB
1464738927.207 2016-05-31 23:55:27 UTC 3337  [574d85aa.d09:201] LOG:  checkpoint starting: xlog
1464738962.430 2016-05-31 23:56:02 UTC 3337  [574d85aa.d09:202] LOG:  checkpoint complete: wrote 786598 buffers (37.5%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=34.891 s, sync=0.011 s, total=35.223 s; sync files=54, longest=0.004 s, average=0.000 s; distance=6701007 kB, estimate=6701072 kB
1464738994.452 2016-05-31 23:56:34 UTC 3337  [574d85aa.d09:203] LOG:  checkpoint starting: xlog
1464739034.144 2016-05-31 23:57:14 UTC 3337  [574d85aa.d09:204] LOG:  checkpoint complete: wrote 801352 buffers (38.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=39.311 s, sync=0.012 s, total=39.691 s; sync files=52, longest=0.005 s, average=0.000 s; distance=6701075 kB, estimate=6701075 kB
1464739067.729 2016-05-31 23:57:47 UTC 3337  [574d85aa.d09:205] LOG:  checkpoint starting: xlog
1464739114.105 2016-05-31 23:58:34 UTC 3337  [574d85aa.d09:206] LOG:  checkpoint complete: wrote 784328 buffers (37.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=46.086 s, sync=0.007 s, total=46.376 s; sync files=53, longest=0.002 s, average=0.000 s; distance=6701072 kB, estimate=6701074 kB
1464739148.530 2016-05-31 23:59:08 UTC 3337  [574d85aa.d09:207] LOG:  checkpoint starting: xlog
1464739190.463 2016-05-31 23:59:50 UTC 3337  [574d85aa.d09:208] LOG:  checkpoint complete: wrote 796836 buffers (38.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.593 s, sync=0.010 s, total=41.932 s; sync files=54, longest=0.003 s, average=0.000 s; distance=6701022 kB, estimate=6701069 kB
1464739225.876 2016-06-01 00:00:25 UTC 3337  [574d85aa.d09:209] LOG:  checkpoint starting: xlog
1464739266.035 2016-06-01 00:01:06 UTC 3337  [574d85aa.d09:210] LOG:  checkpoint complete: wrote 776194 buffers (37.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=39.754 s, sync=0.009 s, total=40.158 s; sync files=53, longest=0.003 s, average=0.000 s; distance=6701076 kB, estimate=6701076 kB
1464739301.914 2016-06-01 00:01:41 UTC 3337  [574d85aa.d09:211] LOG:  checkpoint starting: xlog
1464739343.268 2016-06-01 00:02:23 UTC 3337  [574d85aa.d09:212] LOG:  checkpoint complete: wrote 790568 buffers (37.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.967 s, sync=0.008 s, total=41.353 s; sync files=52, longest=0.003 s, average=0.000 s; distance=6701049 kB, estimate=6701074 kB
1464739380.181 2016-06-01 00:03:00 UTC 3337  [574d85aa.d09:213] LOG:  checkpoint starting: xlog
1464739426.906 2016-06-01 00:03:46 UTC 3337  [574d85aa.d09:214] LOG:  checkpoint complete: wrote 770772 buffers (36.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=46.392 s, sync=0.012 s, total=46.725 s; sync files=54, longest=0.004 s, average=0.000 s; distance=6701046 kB, estimate=6701071 kB
1464739463.696 2016-06-01 00:04:23 UTC 3337  [574d85aa.d09:215] LOG:  checkpoint starting: xlog
1464739509.404 2016-06-01 00:05:09 UTC 3337  [574d85aa.d09:216] LOG:  checkpoint complete: wrote 779042 buffers (37.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=45.406 s, sync=0.006 s, total=45.708 s; sync files=53, longest=0.002 s, average=0.000 s; distance=6701082 kB, estimate=6701082 kB
1464739546.921 2016-06-01 00:05:46 UTC 3337  [574d85aa.d09:217] LOG:  checkpoint starting: xlog
1464739589.396 2016-06-01 00:06:29 UTC 3337  [574d85aa.d09:218] LOG:  checkpoint complete: wrote 775220 buffers (37.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=42.103 s, sync=0.010 s, total=42.475 s; sync files=54, longest=0.004 s, average=0.000 s; distance=6701045 kB, estimate=6701078 kB
